restaurant_name,address,city,state,zip_code,phone,cuisine_type,rating,price,latitude,longitude
Pizza Factory,40120 Hwy 41,Oakhurst,CA,93644,15596832700,Pizza,3.5,$$,40.052597,-83.0670547
Down To Earth Restaurant,312 Main St,Allenhurst,NJ,7711,17326861344,Vegetarian,2.5,$$,35.2124,-80.817112
Zoes Kitchen,1200 Haddonfield Rd,Cherry Hill,PA,8002,18569100010,Mediterranean,4.5,$$,35.1475296,-80.8314896
Standard Sweets & Spices,1819 E Dakota Ave,Fresno,CA,93726,15592410645,Indian,4.5,$,35.09631,-80.77948
Big Town Hero,4630 SE International Way,Portland,OR,97222,15036525428,Sandwiches,3,$,35.21117756,-80.85860422
Masa of Echo Park,1800 W Sunset Blvd,Los Angeles,LA,90026,12139891558,American (New),4,$$,36.7867809,-119.7899329
Hillstone Restaurant,201 Miracle Mile,Coral Gables,FL,33134,13055290141,American (New),4,$$$,35.305741,-80.7234
The Wild Son,53 Little W 12th St,New York,NY,10014,12127277900,American (New),4.5,$$,35.0883308,-80.87888888
La Gloria Bakery,3345 Bagley St,Detroit,MI,48216,13138425722,Bakeries,4,$,40.72191,-73.98666
Dojo Restaurant,14 W 4th St,New York,NY,10012,12125058934,Bars,3.5,$$,41.208394,-96.0815549
City O' City,206 E 13th Ave,Denver,CO,80203,13038316443,Breakfast & Brunch,4,$$,41.62744021,-93.60503735
Sazon Restaurant & Cafe,941 Spring Garden St,Philadelphia,PA,19123,12157632500,Venezuelan,4,$$,37.3325923,-119.6491113
Sultan's Market,2057 W North Ave,Chicago,IL,60647,17732353072,Middle Eastern,4,$,38.25214,-85.6532299
Vintage Liquors & Fine Wines,11753 S Dixie Hwy,Miami,FL,33156,13052354302,"Beer, Wine & Spirits",3.5,$$,35.2273998,-80.843064
Madras Mantra,2179 Lawrenceville Hwy,Decatur,GA,30033,14046364400,Indian,4,$$,42.39018452,-82.91607141
Mazzios,2511 N Pennsylvania Ave,Oklahoma City,OK,73107,14057999999,Pizza,3,$$,25.897226,-80.162323
Mia Bella Cafe,5190 S Valley View Blvd,Las Vegas,NV,89118,17026421111,Mediterranean,3.5,$,40.71244636,-73.94111095
Slim's Koffee Shak,33013 Rd 222,North Fork,CA,93643,15598776300,Coffee & Tea,5,$,40.7633351,-73.9814134
Red Bamboo,140 W 4th St,New York,NY,10012,12122601212,Vegetarian,4,$$,40.36282769,-74.65098116
Tom's,782 Washington Ave,Brooklyn,NY,11238,17186369738,Diners,4,$$,38.257383,-85.718606
Terri,685 Third Ave,New York,NY,10017,12129832200,Vegan,4,$$,38.25214,-85.6532299
Mr Pita,1600 E Twelve Mile Rd,Madison Heights,MI,48071,12485427071,Salad,2,$,37.13867625,-119.3085692
Kumari Restaurant & Bar,911 N Charles St,Baltimore,MD,21201,14105471600,Indian,4,$$,36.8483728,-119.7891436
Tinta y Caf̩,1315 Ponce De Leon Blvd,Miami,FL,33134,13052850101,Cuban,4.5,$,37.6464365,-118.9653069
Top of the Hub,800 Boylston St,Boston,MA,2199,16175361775,American (New),3.5,$$$,36.87088404,-119.7657124
Hifi Cafe,2640 S Kinnickinnic Ave,Milwaukee,WI,53207,14144860504,Coffee & Tea,3.5,$,39.54896,-105.00165
B'Gabs Goodies,1450 E 57th St,Chicago,IL,60637,17733631505,Live/Raw Food,4.5,$$,25.76953095,-80.19017727
Leaves & Loaves,1197 Peachtree St NE,Atlanta,GA,30361,14045513214,American (New),3.5,$,35.2508399,-91.69375
Slice of India,1345 N Willow Ave,Clovis,CA,93619,15593256155,Indian,5,$$,44.94995937,-93.08805406
Shake Shack,Madison Square Park,New York,NY,10010,12128896600,Burgers,4,$$,40.02217149,-75.62814072
Roti Road House Cafe,129-32B Merrick Blvd,Jamaica,NY,11434,17185277684,Juice Bars & Smoothies,3,$$,39.95141659,-75.17376779
Moe's Italian Sandwiches of Portsmouth,22 Daniel St,Portsmouth,NH,3801,16034362327,Sandwiches,4,$,40.73600238,-74.00195884
Republic Cafe & Bistro,1069 Elm St,Manchester,NH,3101,16036663723,Mediterranean,4.5,$$,29.73509809,-95.41775275
Four Seasons Chinese Restaurant,342 N Clovis Ave,Clovis,CA,93612,15593248438,Dim Sum,3.5,$$,25.847638,-80.183599
Kama Bistro,9 S La Grange Rd,La Grange,IL,60525,17083523300,Indian,4,$$,35.2175736,-80.8579561
Kings Delight Queens,20614 Linden Blvd,Jamaica,NY,11411,17182760630,Restaurants,3.5,$,39.73998,-104.95723
The MasalaWala,179 Essex St,New York,NY,10002,12123589300,Indian,4.5,$$,25.75983719,-80.42516735
SabaiDee Thai Lao Cuisine,5730 N First St,Fresno,CA,93710,15594127895,Laotian,4.5,$$,40.0726845,-75.0336288
Bombay Sweets,5827 Hillcroft St,Houston,TX,77036,17137804453,Indian,3.5,$,44.9482351,-93.1863333
Northstar Caf̩,4015 Townsfair Way,Columbus,OH,43219,16145325444,American (New),4,$$,40.7643318,-73.9876633
Fuel,1917 E Passyunk Ave,Philadelphia,PA,19148,12154683835,Vegetarian,3.5,$$,34.08836585,-84.26694858
Antica Ristorante,8 Stone St,New York,NY,10004,12124803880,Italian,4.5,$$$,41.209329,-73.129608
Wandering Horse Buffet,9800 E Talking Stick Way,Scottsdale,AZ,85256,14808507777,Buffets,3.5,$$,41.04191,-74.62998
Mojito Grill,7318 Red Rd,South Miami,FL,33143,13056613663,Cuban,3.5,$,37.33211713,-119.6546503
Planet Smoothie,2900 Peachtree Rd NW,Atlanta,GA,30305,14048440660,Juice Bars & Smoothies,4.5,$,41.70217158,-93.59838921
Lombardi's Pizza,32 Spring St,New York,NJ,10012,12129417994,Pizza,4,$$,41.3155101,-74.1681529
Aladdin's Eatery,2931 N High St,Columbus,OH,43202,16142622414,Middle Eastern,4,$$,40.720908,-74.048134
OMG Pizzeria,1307 Myrtle Ave,Brooklyn,NY,11221,17184554550,Pizza,3,$,40.72222,-73.98751
Carvel Ice Cream,3983 Lavista Rd,Tucker,GA,30084,17709388672,Ice Cream & Frozen Yogurt,3.5,$,41.18840725,-73.42621326
Aladdin Cafe,3903 Wyoming St,Kansas City,MO,64121,18165315982,Middle Eastern,4,$$,35.09071732,-92.4984436
Red Devil Italian Restaurant & Pizzeria,3102 E Mcdowell Rd,Phoenix,AZ,85008,16022671036,Italian,3.5,$$,39.84231,-75.72974
Taqueria Nacional,1409 T St NW,"Washington, DC",DC,20009,12022991122,Mexican,3.5,$$,36.8437549,-76.133616
Pita Pit,5910 Tower Rd,Denver,CO,80249,17203747288,Mediterranean,3.5,$,33.42133607,-111.9516149
Benson Curry Pizza,23623 104th Ave SE,Kent,WA,98031,12535202990,Indian,4,$$,40.75746068,-73.98814042
Jenny's Deli,7664-B Fullerton Rd,Springfield,MD,22153,17034551333,Grocery,4,$,36.83481,-119.78996
Bird & Bone,4041 Collins Ave,Miami Beach,FL,33140,13054241234,Southern,3.5,$$,40.05514,-82.999988
Black Sheep Pizza,512 Robert St N,Saint Paul,MN,55101,16512274337,Pizza,4,$$,36.8448402,-119.7932218
Cupini's,1809 Westport Rd,Kansas City,MO,64111,18167537662,Italian,4,$$,36.1679035,-115.138142
Big Chow Grill,1 Galleria Pkwy SE,Atlanta,GA,30339,17704052464,Asian Fusion,3.5,$$,40.718859,-73.955371
Mio Sushi,2271 NW Johnson St,Portland,OR,97210,15032211469,Sushi Bars,4,$$,41.8905699,-87.63079
Nirvana Indian Restaurant,14545 Memorial Dr,Houston,TX,77079,12814963232,Indian,4,$$,33.7820899,-84.35487
Neptune Oyster,63 Salem St,Boston,MA,2113,16177423474,Seafood,4.5,$$$,40.49552673,-74.44514402
Namaste,110 Yale Blvd SE,Albuquerque,NM,87106,15052666900,Indian,4.5,$$,40.71526,-73.998206
Piperi Mediterranean Grill,1 Beacon St,Boston,MA,2108,16172277471,Mediterranean,4.5,$,36.85162735,-119.7576981
Jeni's Splendid Ice Creams,1198 Howell Mill Rd,Atlanta,GA,30318,14043556050,Ice Cream & Frozen Yogurt,4.5,$$,36.81464364,-119.773365
Subway,1300 N Ashland Ave,Chicago,IL,60622,17732894922,Sandwiches,3,$,40.74195878,-73.98971666
ChikaLicious Dessert Bar,203 E 10th St,New York,NY,10003,12129959511,Desserts,4,$$,43.084305,-88.0278649
Pure Pizza,224 E 7th St,Charlotte,NC,28202,19802070037,Pizza,4,$$,21.3301,-157.84671
Furr's Fresh Buffet,1201 S Interstate Dr,Moore,OK,73160,14057995814,Buffets,3,$$,35.1680048,-80.8765329
Taco John's,5810 Logan St,Denver,CO,80216,17208891780,Fast Food,2,$,35.02341922,-80.76080894
Cafe Lurcat,1624 Harmon Pl,Minneapolis,MN,55403,16124865500,American (New),4.5,$$$,46.84102249,-96.86325836
Screen Door,2337 E Burnside St,Portland,OR,97214,15035420880,Cajun/Creole,4.5,$$,39.94821,-75.15352
The Chicago Diner,3411 N Halsted St,Chicago,IL,60657,17739356696,Vegetarian,4,$$,36.82337,-119.71209
Katalina's,1105 Pennsylvania Ave,Columbus,OH,43201,16142942233,American (New),4,$$,40.625093,-73.961531
La Arepa,601 E Olive Ave,Fresno,CA,93728,15592315900,Venezuelan,4.5,$,33.81465692,-84.39106606
Herban Fix - Vegan Kitchen,565-A Peachtree St NE,Atlanta,GA,30308,14048158787,Vegan,4.5,$$,39.76804057,-86.15956351
SoBro Cafe,653 E 52nd St,Indianapolis,IN,46220,13179208121,American (New),4,$$,36.83933646,-119.6944204
Taco John's,1010 Gershwin Ave N,Oakdale,MN,55128,16517386831,Mexican,2,$,36.85311,-119.75545
Potbelly Sandwich Shop,777 Woodward Ave,Detroit,MI,48226,13133094197,Sandwiches,3.5,$,33.80908,-84.3636
Carmine's Italian Restaurant - Times Square,200 W 44th St,New York,NY,10036,12122213800,Italian,4,$$,41.526516,-93.6008911
HENRI's Backyard,256 4th Ave,Brooklyn,NY,11215,19293378443,Beer Bar,3.5,$$,41.13826064,-104.820562
Stoneburner,5214 Ballard Ave NW,Seattle,WA,98107,12066952051,Pizza,4,$$,33.58786,-117.72143
Fox's Pizza Den,345 Scarlett Rd,Kennett Square,PA,19348,16104446060,Pizza,3,$$,38.3408104,-81.6425607
Breadeaux Pizza,1425 Silver St,Ashland,NE,68003,14029447000,Pizza,3.5,$$,36.8483728,-119.7891436
Osaka,740 E Washington St,Sequim,WA,98382,13604774391,Japanese,3.5,$$,35.115983,-89.896133
Shorty's BBQ,9200 S Dixie Hwy,Miami,FL,33156,13056707732,Southern,3.5,$$,39.94577701,-75.15143916
La Bocca Urban Pizzeria + Wine Bar,699 S Mill Ave,Tempe,AZ,85281,14802199510,Pizza,4,$$,47.338642,-122.590157
Blaze Fast-Fire'd Pizza,1840 Herndon Blvd,Clovis,CA,93611,15592422374,Salad,4.5,$$,36.78595834,-119.7891731
The Marshal,628 10th Ave,New York,NY,10036,12125826300,Breakfast & Brunch,4,$$,36.1035296,-115.1723424
Pita Pit,4784 Borgen Blvd,Gig Harbor,WA,98332,12533583195,Sandwiches,4,$$,36.82044,-119.78989
Pizza Ranch,201 SE Oralabor Rd,Ankeny,IA,50021,15159649990,Pizza,4.5,$$,41.93197056,-87.72345264
Pizza Ranch,1845 E County Rd D,Maplewood,MN,55109,16517774500,Pizza,3.5,$$,39.92531204,-75.17541504
Di Fara Pizza,1424 Ave J,Brooklyn,NY,11230,17182581367,Pizza,4,$$,33.78409,-84.41135
Mignonette,210 NE 18th St,Miami,FL,33132,13053744635,American (New),4.5,$$$,45.51956,-122.65333
The Cheese Course,3451 NE 1st Ave,Miami,FL,33137,17862206681,Cheese Shops,4,$$,36.74068069,-119.7857285
Wild Wheat Bakery Cafe and Restaurant,202 1st Ave S,Kent,WA,98032,12538568919,Breakfast & Brunch,4,$$,47.60991,-122.34231
Baked,359 Van Brunt St,Brooklyn,NY,11231,17182220345,Bakeries,4,$$,35.565282,-97.534453
Caravan Kebab,9711 Firdale Ave,Edmonds,WA,98020,12065467999,Indian,4.5,$$,39.98684,-83.0450199
Jet's Pizza,4718 Anthony Wayne Dr,Detroit,MI,48201,13132977000,Pizza,2.5,$,40.7654802,-111.9172841
The Caf̩ at Books & Books,1300 Biscayne Blvd,Miami,FL,33132,17864051745,Cafes,3,$$,47.62383,-122.312445
Round Table Pizza,40034 Hwy 49,Oakhurst,CA,93644,15596837472,Pizza,4,$,37.64858,-118.9839
Fazoli's,13600 N Pennsylvania Ave,Oklahoma City,OK,73120,14057550405,Italian,3,$,42.3414985,-71.1225906
Las Brisas Mexican Restaurant,201 5th Ave S,Edmonds,WA,98020,14256725050,Mexican,3,$$,21.278637,-157.831707
Cafe La Maude,816 N 4th St,Philadelphia,PA,19123,12673187869,Cafes,4.5,$$,39.056901,-94.6062993
Bourbon House,19 East 200 S,Salt Lake City,UT,84111,18017461005,Cocktail Bars,3.5,$$,36.808409,-119.736666
Fox's Pizza Den,345 Scarlett Rd,Kennett Square,PA,19348,16104446060,Pizza,3,$$,33.97496321,-84.09312699
Ignite Kitchen + Cocktails,2124 Larimer St,Denver,CO,80205,13032962600,American (New),3.5,$$,36.76292,-119.79926
Borgata Pizza Cafe,5701 Parkville St,Columbus,OH,43229,16148912345,Pizza,4.5,$$,40.75988101,-73.83258536
Craft Ale House,708 W Ridge Pike,Limerick,PA,19468,14849328180,Bars,3.5,$$,34.75623109,-92.44742373
Tops Diner,500 Passaic Ave,East Newark,NJ,7029,19734810490,Diners,4.5,$$,29.7167749,-95.4175086
Taco John's,317 N Grand Ave,Waukesha,WI,53186,12625249898,Mexican,3.5,$,40.718925,-73.956878
Fox's Pizza Den,345 Scarlett Rd,Kennett Square,PA,19348,16104446060,Pizza,3,$$,38.89967011,-77.01604238
Francesca's Italian Restaurant & Pizzeria,4900 Linton Blvd,Delray Beach,FL,33445,15614981817,Italian,4,$$,42.36267,-71.11381
D Michael B's Resort Bar & Grill,6550 Lamplight Dr,Albertville,MN,55301,17634971980,American (Traditional),3.5,$$,39.67545,-104.94034
Pizza Ranch,201 SE Oralabor Rd,Ankeny,IA,50021,15159649990,Pizza,4.5,$$,36.82497,-119.70242
Grecian Corner,100 4th Ave N,Seattle,WA,98109,12064044976,Greek,4,$,47.479624,-122.207415
College Park Inn,10850 SW 104th St,Miami,FL,33176,13055954000,American (New),3.5,$,47.23977,-122.35865
Sweet Tomatoes,14015 East Evans,Aurora,CO,80014,13037454664,Vegetarian,3.5,$$,36.84071,-119.78162
Four Seasons Market,875 W Main St,BRANFORD,CT,6405,12034884248,Grocery,3.5,$$,37.23046,-119.50991
Lombardi's Pizza,32 Spring St,New York,NY,10012,12129417994,Pizza,4,$$,42.3357048,-71.0462799
Buca di Beppo Italian Restaurant,202 W 300th S,Salt Lake City,UT,84101,18015756262,Italian,3,$$,36.7867809,-119.7899329
Lotus Garden Cafe,880 W Northpoint Cir,North Salt Lake,UT,84054,18014368021,Chinese,2,$,36.85046,-76.02802
Fox's Pizza Den,345 Scarlett Rd,Kennett Square,PA,19348,16104446060,Pizza,3,$$,36.85162735,-119.7576981
Luby's,12121 Westheimer Rd,Houston,TX,77077,12815314707,American (Traditional),3.5,$$,33.96068573,-84.13214874
Papa John's,1979 Jerome Ave,West Bronx,NY,10453,17182957272,Pizza,2,$,40.75988101,-73.83258536
LongHorn Steakhouse,902-A Gervais St,Columbia,SC,29201,18032545100,Steakhouses,3,$$,45.48568,-122.7249
4th Street Bar and Grill,1810 N 4th St,Columbus,OH,43201,16142911420,Bars,3.5,$,43.0121551,-87.9203052
Verde Cocina,524 NW 14th Ave,Portland,OR,97209,15038949321,Mexican,3.5,$$,33.42355,-111.93684
The Fieldhouse,2601 Minnesota Ave,Billings,MT,59101,14065342556,American (New),4.5,$$,36.106542,-115.17204
LongHorn Steakhouse,1630 NW 87th Ave,Miami,FL,33172,13054774122,Steakhouses,3,$$,37.1093496,-119.3194913
Joe's Shanghai,9 Pell St,New York,NY,10013,12122338888,Shanghainese,4,$$,41.55514908,-93.5980835
Barbacoa Mexican Grill,3927 Wasatch Blvd,Salt Lake City,UT,84124,18012738700,Mexican,3,$$,33.933275,-84.335992
P.F. Chang's,15301 Ventura Blvd,Sherman Oaks,LA,91403,18187841694,Asian Fusion,3,$$,35.21949,-80.81362
Saburo's,1667 SE Bybee Blvd,Portland,OR,97202,15032364237,Japanese,3.5,$$,40.744816,-73.915858
Moghul Express,1670-A Oak Tree Rd,Edison,NJ,8820,17325496222,Indian,3.5,$$,39.94723,-82.99533
The Curry Pizza Company,3173 W Shaw Ave,Fresno,CA,93711,15593657000,Chicken Wings,4.5,$$,41.1201,-73.37173
Uno Pizzeria & Grill,432 Columbus Ave.,New York,NY,10024,12125954700,Pizza,2.5,$$,42.0158901,-87.6686027
Breadeaux Pizza,825 17th Ave SW,Altoona,IA,50009,15159673708,Pizza,4,$$,42.36327118,-71.0560576
Pacific Standard Brooklyn,82 4th Ave,Brooklyn,NY,11217,17188581951,Bars,4,$,40.729127,-73.98857
Imo's Pizza,11552 W 135th St,Overland Park,MO,66221,19135294667,Italian,3.5,$$,35.19979797,-80.84229469
Gramercy Tavern,42 E 20th St,New York,NY,10003,12124770777,American (New),4.5,$$$$,33.79593,-84.369
Achatz Pies of Troy,1063 E Long Lake Rd,Troy,MI,48098,12484571372,Desserts,4,$$,33.54090284,-111.8697238
Boda,671 Congress St,Portland,ME,4101,12073477557,Thai,4.5,$$,25.6552576,-80.4140864
Quan Yin Vegetarian Restaurant,10804 Bellaire Blvd,Houston,TX,77072,12814987890,Vegetarian,4,$,36.80894,-119.67361
Mama's Kitchen Table,452 Old Mammoth Rd,Mammoth Lakes,CA,93546,17607096214,Coffee & Tea,5,$,37.33211713,-119.6546503
Wild Rice Vegan Cafe,71 Elm St,Watertown,MA,2472,16177440126,Vegan,4,$$,25.74663098,-80.22155043
Yard House,90 El Camino,Fresno,CA,93720,15592612165,Bars,3.5,$$,25.775383,-80.1884004
The Chicago Diner,3411 N Halsted St,Chicago,IL,60657,17739356696,Vegetarian,4,$$,40.08860236,-82.98918618
Van Hanh Vegetarian Restaurant,8446 SE Division St,Portland,OR,97255,15037880825,Vegetarian,4,$,42.3506156,-71.0725688
Love Life Cafe,584 NW 27th St,Miami,FL,33137,13054564148,Gluten-Free,4.5,$$,35.14547348,-106.5528107
Bhojan Indian Vegetarian Cuisine,5901 Hillcroft St,Houston,TX,77036,17137776900,Indian,3.5,$$,33.7404805,-84.3463034
La Arepa,601 E Olive Ave,Fresno,CA,93728,15592315900,Venezuelan,4.5,$,35.08861923,-80.8615799
Maoz Vegetarian,38 Union Sq E,New York,NY,10003,12122601988,Middle Eastern,4,$,40.74227627,-74.0048001
Bean Vegan Cuisine,3001 E Independence Blvd,Charlotte,NC,28205,19809391234,Vegetarian,4,$$,40.76269,-73.97147
Keothip,3757 W Shaw Ave,Fresno,CA,93711,15592719998,Thai,3.5,$$,29.68885001,-95.46005558
Fern,1419 E Blvd,Charlotte,NC,28203,17043771825,Vegetarian,4,$$,41.887581,-87.624981
Four Seasons Bakery & Juice Bar,2281 Church Ave,Brooklyn,NY,11226,17186937996,Vegan,4.5,$$,40.7832,-73.97479
Veggie House,5115 Spring Mountain Rd,Las Vegas,NV,89146,17024315802,Chinese,4.5,$$,36.85750866,-119.7841613
Wayward Vegan Cafe,801 NE 65th St,Seattle,WA,98115,12065240204,Breakfast & Brunch,4,$$,35.21283944,-80.85880187
Sweet Freedom Bakery,1424 South St,Philadelphia,PA,19146,12155451899,Bakeries,3.5,$,36.838862,-119.752864
My Thai Vegan Cafe,3 Beach St,Boston,MA,2111,16174512395,Thai,4,$$,41.62748,-93.69828
Maoz Vegetarian,38 Union Sq E,New York,NY,10003,12122601988,Middle Eastern,4,$,25.74517,-80.41589
Giovanni's,437 Old Mammoth Rd,Mammoth Lakes,CA,93546,17609347563,Pizza,4,$$,21.2937063,-157.8420609
Indian Kebab Palace,1552 E Champlain Dr,Fresno,CA,93720,15593746070,Indian,4,$$,39.6915698,-105.3591363
Soul Vegetarian Restaurant,652 N Highland Ave NE,Atlanta,GA,30306,14048750145,Vegetarian,3.5,$$,33.7819249,-84.3798882
Garden Of Eat'n and Catering,588 Old Mammoth Rd,Mammoth Lakes,CA,93546,17609341999,Juice Bars & Smoothies,4,$$,34.9538286,-81.059388
Seasoned Vegan,55 St Nicholas Ave,New York,NY,10026,12122220092,Vegan,4,$$,36.08535,-115.2075
Two Vegan Sistas,6343 Summer Ave,Memphis,TN,38134,18009840379,Vegan,4.5,$,25.68481,-80.31337
Thai Vegan,5505 Osuna Rd NE,Albuquerque,NM,87109,15058844610,Vegan,4.5,$$,40.0055017,-75.2419006
Mamoun's Falafel,30 St Marks Pl,New York,NY,10003,16468705785,Middle Eastern,4,$,35.1022932,-80.9836088
South Gate Brewing Company,40233 Enterprise Dr,Oakhurst,CA,93644,15596922739,American (Traditional),4,$$,29.70414,-95.58741
Annapurna's World Vegetarian Cafe,2201 Silver St SE,Albuquerque,NM,87106,15052622424,Vegan,3.5,$$,43.05625916,-87.8888855
Maoz Vegetarian,38 Union Sq E,New York,NY,10003,12122601988,Middle Eastern,4,$,39.9494757,-75.1731119
The Loving Hut,1495 N Van Ness Ave,Fresno,CA,93728,15592374052,Vegan,4,$,43.8710549,-116.5002684
Juniors Cafe,1742 SE 12th Ave,Portland,OR,97214,15034674971,Vegetarian,3.5,$,45.526348,-122.684604
Lola's,1038 Bridge Rd,Charleston,WV,25314,13043435652,Pizza,4.5,$$,39.85782549,-104.6662482
Firehouse Subs,9204 West Flagler St,Miami,FL,33174,13055537757,Delis,3,$,40.66329039,-74.39118802
New Jumbo Fried Chicken & Pizza,639 Ocean Ave,Jersey City,NJ,7305,,Pizza,2.5,$,41.99739,-87.69398
Community Cuisine,2245 E Washington St,Phoenix,AZ,85034,14806164787,Vegetarian,5,$,40.7336156,-111.8376595
Villa Pizza,2315 Lloyd Ctr,Portland,OR,97232,15033353738,Pizza,2.5,$,41.59342575,-93.64305115
Slice of India,1345 N Willow Ave,Clovis,CA,93619,15593256155,Indian,5,$$,25.7592232,-80.25861638
Yard House,126 Brookline Ave,Boston-Fenway,MA,2215,16172364083,Bars,3.5,$$,40.73600238,-74.00195884
Chillbar,1940 N 30th Rd,Hollywood,FL,33021,19546478505,Breakfast & Brunch,4.5,$$,44.8462,-93.12148
Village Of India Restaurant,9221 Two Notch Rd,Columbia,SC,29223,18034629988,Indian,4,$$,35.17093,-80.84936
Starbucks,8539 N Lombard St,Portland,OR,97203,15032892310,Coffee & Tea,3.5,$$,42.39317,-71.12024
Katz's Delicatessen,205 E Houston St,New York,NY,10002,12122542246,Delis,4,$$,34.0691149,-118.3074092
China Express,200 NE Barry Rd,Kansas City,MO,64155,18164681688,Chinese,3.5,$,44.9123751,-93.3269156
Mori Sushi Japanese Restaurant,101 N 85th St,Seattle,WA,98103,12067837708,Japanese,2.5,$$,40.74719,-73.98588
Old Chicago,1656 S Alma School Rd,Mesa,AZ,85210,14808388118,Salad,3.5,$$,33.5064374,-86.7982199
Pizza King,12110 E Washington St,Indianapolis,IN,46229,13178912555,Pizza,3.5,$,25.897226,-80.162323
Not Just Coffee - Dilworth,2230 Park Rd,Charlotte,NC,28203,17049007500,Coffee & Tea,4.5,$,40.7098875,-74.0063175
Ruby Buffet,1100 S Columbus Ave,Philadelphia,PA,19147,12154688889,Buffets,3,$$,40.73192596,-111.8915024
Himalayan Exotic Indian Cuisine,81 Lancaster Ave,Malvern,PA,19355,16106444550,Indian,4,$$,29.65186,-95.25233
Manganaro's Hero Boy,494 9th Ave,New York,NY,10018,12129477325,Sandwiches,3,$$,41.91007,-87.68621
Kislings Tavern,2100 Fleet St,Baltimore,MD,21231,14103275477,Bars,3.5,$$,39.743242,-104.970816
Pike Place Chowder,1530 Post Aly,Seattle,WA,98101,12062672537,Seafood,4.5,$$,39.322817,-76.622975
Casper's and Runyon's Nook,492 Hamline Ave S,Saint Paul,MN,55116,16516984347,Dive Bars,4.5,$$,29.7383884,-95.3798736
Bonefish Grill,14218 SW 8th St,Miami,FL,33184,13054876430,Seafood,4,$$,44.478077,-73.21198
Peachtree Buffet,6800 Eastwood Trafficwy,Kansas City,MO,64129,18169230099,Soul Food,4,$$,39.3001673,-76.6216943
Bluebird Ice Cream,3515 Fremont Ave N,Seattle,WA,98103,12066598154,Ice Cream & Frozen Yogurt,4,$,40.80377391,-73.64519387
The Curry Pizza Company,3173 W Shaw Ave,Fresno,CA,93711,15593657000,Chicken Wings,4.5,$$,33.45355892,-84.45462238
The Loving Hut,1495 N Van Ness Ave,Fresno,CA,93728,15592374052,Vegan,4,$,44.93963,-93.13213
Bellagreen,2305 W Alabama St,Houston,TX,77098,17135330777,Gluten-Free,4,$$,47.61443429,-122.314304
Masala Indian Restaurant,3209 W Shaw Ave,Fresno,CA,93711,15592251254,Indian,3.5,$$,44.95132216,-93.09422851
In-N-Out Burger,382 N Clovis Ave,Clovis,CA,93612,18007861000,Burgers,4,$,33.49251989,-111.9264814
HoDo Restaurant,101 Broadway N,Fargo,ND,58102,17014788888,American (New),4,$$$,36.83635461,-119.7717655
Brass Tacks Sandwiches,3535 N Vancouver Ave,Portland,OR,97227,15033094412,Sandwiches,4,$,40.736753,-73.98132
Legal Sea Foods,1 Harborside Dr,Boston,MA,2128,16175682811,Seafood,3.5,$$,33.78464162,-84.40565236
The Loving Hut,1495 N Van Ness Ave,Fresno,CA,93728,15592374052,Vegan,4,$,40.74872,-73.89254
Aladdin's Eatery,1423 Grandview Ave,Columbus,OH,43212,16144885565,Middle Eastern,4,$$,33.4493469,-86.72944307
sweetgreen,1821 Chestnut St,Philadelphia,PA,19103,12156659710,Salad,4,$$,33.4713,-112.064761
Govinda's Vegetarian Cuisine,1320 W 34th St,Houston,TX,77018,18328319951,Indian,4.5,$$,37.6482916,-118.9702723
The Loving Hut,1495 N Van Ness Ave,Fresno,CA,93728,15592374052,Vegan,4,$,33.394104,-111.91078
Red Robin Gourmet Burgers,950 Shaw Ave.,Clovis,CA,93612,15592994500,American (Traditional),2.5,$$,25.53569,-80.45106
Knaus Berry Farm,15980 SW 248th St,Homestead,FL,33031,13052470668,Bakeries,4.5,$,36.80797577,-119.6982498
Genuine Fresche,1726 E Southern Ave,Tempe,AZ,85282,14807303557,Juice Bars & Smoothies,3.5,$,36.76292,-119.79926
Stellar Brew & Natural Cafe,3280 Main St,Mammoth Lakes,CA,93546,17609243559,Coffee & Tea,4,$,33.7768898,-84.3831482
The Coronado PHX,2201 N 7th St,Phoenix,AZ,85006,16022521322,Coffee & Tea,4.5,$$,33.786,-84.3845599
Seasons 52,245 Summit Blvd,Birmingham,AL,35243,12059685152,Seafood,3.5,$$,33.787864,-84.32759286
Maharaja Sweets & Snacks,7310 37th Ave,Jackson Heights,NY,11372,17185052680,Desserts,3.5,$,29.81766946,-95.42386439
Malt & Mold - Gramercy,362 2nd Ave,New York City,NY,10010,16468961341,Cheese Shops,4.5,$$,33.79356376,-84.39732403
Phoenician Garden Mediterranean Bar and Grill,1025 E Herndon Ave,Fresno,CA,93720,15592612747,Mediterranean,4.5,$$,33.77872,-84.38452
Rush Bowls,1665 Central St,Denver,CO,80211,17202872844,Breakfast & Brunch,4,$,33.84632,-84.36266
Cafe Manna,3815 N Brookfield Rd,Brookfield,WI,53045,12627902340,Vegetarian,4,$$,39.9518623,-75.1711468
Steve's Back Room,24317 Jefferson Ave,Saint Clair Shores,MI,48080,15867749337,Mediterranean,3.5,$$,39.98684,-83.0450199
Antietam,1428 Gratiot,Detroit,MI,48207,13137824378,American (New),4,$$$,33.786,-84.3845599
Byblos Cafe & Grill,87 W Palmer,Detroit,MI,48202,13138314420,Seafood,3.5,$,33.77008113,-84.38495445
Shogun Japanese and Chinese Bistro,18411 Hall Rd,Macomb,MI,48044,15862289186,Sushi Bars,2.5,$$,36.76292,-119.79926
