,restaurant_name,address,city,state,zip_code,phone,cuisine_type,rating,price,latitude,longitude
2314,Niko Niko's Greek & American Cafe,2520 Montrose Blvd,Houston,TX,77006,17135284976,Greek,4,$$,35.565282,-97.534453
2315,Locally Grown Gardens,1050 E 54th St,Indianapolis,IN,46220,13172558555,Farmers Market,4.5,$$,40.73592814,-73.9871551
2316,Smile Herb Shop,4908 Berwyn Rd,College Park,MD,20740,13014748791,Herbs & Spices,4.5,$$,36.83626,-119.77252
2317,Fasika Ethiopian Restaurant,145 Broadway,Somerville,MA,2145,16176289300,Ethiopian,3.5,$$,40.745737,-73.931467
2318,Nanning Wok,465 W Broadway,Boston,MA,2127,16172694688,Chinese,2.5,$,37.65126,-118.98514
2319,Love Life Cafe,584 NW 27th St,Miami,FL,33137,13054564148,Gluten-Free,4.5,$$,29.77658,-95.40984
2320,Standard Sweets & Spices,1819 E Dakota Ave,Fresno,CA,93726,15592410645,Indian,4.5,$,37.637538,-118.966934
2321,Nan Xiang Xiao Long Bao,38-12 Prince St,Flushing,NY,11354,17183213838,Shanghainese,4,$,39.95262,-82.99633
2322,Sushi Love,1112 SE Tacoma St,Portland,OR,97202,,Food Trucks,4.5,$,35.53369005,-97.53125631
2323,Mellow Yellow,1508 E 53rd St,Chicago,IL,60615,17736672000,American (Traditional),2.5,$$,47.6758681,-122.3062955
2324,Standard Sweets & Spices,1819 E Dakota Ave,Fresno,CA,93726,15592410645,Indian,4.5,$,40.73131837,-74.00035465
2325,Golden India,2097 Madison Ave,Memphis,TN,38104,19017285111,Indian,3.5,$$,43.0299606,-87.9129868
2326,Nalu Health Bar & Café,131 Hekili St,Kailua,HI,96734,18082636258,Juice Bars & Smoothies,4.5,$,36.8381093,-119.7268247
2327,Healthfull Essence,875 York Ave SW,Atlanta,GA,30310,14048060830,Caribbean,4,$$,29.78692264,-95.64567447
2328,Standard Sweets & Spices,1819 E Dakota Ave,Fresno,CA,93726,15592410645,Indian,4.5,$,45.56678,-122.53822
2329,Arnold's Way,319 W Main St,Lansdale,PA,19446,12153610116,Health Markets,4,$$,29.7327,-95.47695
2330,Salsarita's Fresh Mexican Grill,6582 Getwell Rd,Southaven,TN,38672,16626551073,Mexican,3.5,$,36.974411,-120.0832748
2331,Anmol Restaurant - Milwaukee,711 W Historic Mitchell St,Milwaukee,WI,53204,14146727878,Indian,4,$$,36.80909,-119.75827
2332,Standard Sweets & Spices,1819 E Dakota Ave,Fresno,CA,93726,15592410645,Indian,4.5,$,36.811791,-76.139338
2333,Explorers Club,,Columbus,OH,43212,16145468429,Latin American,4.5,$,29.6494615,-95.1520267
2334,Luna Pizzeria,3435 Kirby Dr,Houston,TX,77098,18327676338,Pizza,4.5,$$,29.7587615,-95.3658246
2335,Katz's Delicatessen,205 E Houston St,New York,NY,10002,12122542246,Delis,4,$$,40.74298,-73.98274
2336,Taco Cabana,127 Yale St,Houston,TX,77007,,Mexican,1.5,$,39.94793105,-75.16142798
2337,Howlin' Ray's,727 N Broadway,Los Angeles,LA,90012,12139358399,Southern,4.5,$$,41.84448176,-87.66018411
2338,The Loving Hut,1495 N Van Ness Ave,Fresno,CA,93728,15592374052,Vegan,4,$,33.786,-84.3845599
2339,The Last Carrot,3133 Grand Ave,Miami,FL,33133,13054450805,Vegetarian,4,$,25.68934379,-80.38597467
2340,Beehive Juice Bar,6490 Bird Rd,Miami,FL,33155,13056631300,Vegan,4,$,45.51803207,-122.6823807
2341,Fit Food Express,302 NE 4th St,Delray Beach,FL,33444,15613304525,Food Delivery Services,4.5,$$,40.74849,-73.99209
2342,Union Sushi + Barbeque Bar,230 W Erie St,Chicago,IL,60654,13126624888,Japanese,4,$$,29.7216,-95.38208
2343,So Fresh Mobile Juice Bar,,Memphis,TN,38104,,Juice Bars & Smoothies,5,$$,42.32795071,-83.04013826
2344,The Green V,1 Minaret Rd,Mammoth Lakes,CA,93546,17609342571,Coffee & Tea,4,$$$,42.3948,-71.12685
2345,The Duck Inn,2701 S Eleanor,Chicago,IL,60608,13127248811,Cocktail Bars,4,$$$,41.18840725,-73.42621326
2346,Pizza Factory,33173 Road 222,North Fork,CA,93643,15598777777,Pizza,3.5,$$,45.52599,-122.6809
2347,Sprouts Farmers Market,4345 Corbett Dr,Fort Collins,WY,80525,19704163350,Farmers Market,3.5,$$,33.786,-84.3845599
2348,Wild Ginger,657 Cross Keys Rd,Sicklerville,PA,8081,18566296988,Asian Fusion,3.5,$$,33.786,-84.3845599
2349,Zpizza,11720 Medlock Bridge Rd,Duluth,GA,30097,17708170526,Pizza,3.5,$,41.88277714,-87.63665804
2350,Nanning Wok,465 W Broadway,Boston,MA,2127,16172694688,Chinese,2.5,$,33.82835613,-84.32689664
2351,Pita Pit,921 Pacific Ave,Tacoma,WA,98402,12535727482,Fast Food,4,$,33.81261759,-84.39325112
2352,Whole Foods Market - Charlotte,6610 Fairview Rd,Charlotte,NC,28210,19802132400,Grocery,4,$$$,39.910558,-75.050601
2353,Silence-Heart-Nest,3508 Fremont Pl N,Seattle,WA,98103,12066335169,Vegetarian,4,$$,33.7813797,-84.36840057
2354,The Loving Hut,1495 N Van Ness Ave,Fresno,CA,93728,15592374052,Vegan,4,$,33.59863088,-111.9783718
2355,Anvil Bar & Refuge,1424 Westheimer Rd,Houston,TX,77006,17135231622,Cocktail Bars,4,$$,36.84736089,-75.97448076
2356,The Little Beet,135 W 50th St,New York,NY,10020,12124592338,Gluten-Free,3.5,$$,33.8652153,-84.47202828
2357,Nan's Games & Comics Too,2011 Southwest Fwy,Houston,TX,77098,17135208700,Toy Stores,3.5,$$,33.773842,-84.384963
2358,Fat Bao,3419 Kirby Dr,Houston,TX,77098,17136770341,Asian Fusion,4,$,33.7739334,-84.3611679
2359,Little Dragons Chinese Restaurant,1508 Morse Rd,Columbus,OH,43229,16148469114,Chinese,4,$$,25.795544,-80.188501
2360,Mr Natural Shaved Ice,10046 Hazelhurst Dr,Houston,TX,77080,,Shaved Ice,5,$,39.95985,-75.60748
2361,South Hills Market and Cafe,1010 Bridge Rd,Charleston,WV,25314,13043452585,American (New),4,$$,40.7150751,-74.0101342
2362,Hilltop Café,195 Isaac Frye Hwy,Wilton,NH,3086,16036542223,Coffee & Tea,4.5,$$,42.3689754,-71.2371017
2363,Mazzio's Pizza,301 Hwy 80 W,Clinton,MS,39056,16019258009,Pizza,1.5,$,42.35701407,-71.06030625
2364,Bavette's Bar & Boeuf,218 W Kinzie St,Chicago,IL,60654,13126248154,Steakhouses,4.5,$$$,61.196942,-149.904796
2365,Buck's Pizza,1856 S Lake Dr,Lexington,SC,29073,18039576100,Pizza,3.5,$$,43.6563341,-70.2529445
2366,LongHorn Steakhouse,4950 N Hamilton Rd,Gahanna,OH,43230,16148550200,Steakhouses,4,$$,60.96079811,-149.1103292
2367,Yōko Matcha,56 NW 29th St,Miami,FL,33127,17866648097,Food Trucks,4.5,$$,43.65811619,-70.25098528
2368,Mike's Pizzeria,3337 Fulton St,Brooklyn,NY,11208,17182777494,Pizza,3.5,$,43.65586795,-70.25402717
2369,Salt Bay Cafe,88 Main St,Damariscotta,ME,4543,12075633302,Vegetarian,3.5,$$,40.68932724,-73.99285889
2370,Esevagonte,6801 SW 8th St,Miami,FL,33144,13052670104,Pizza,4.5,$$,43.9146865,-69.9650709
2371,Taco John's,1420 W 41st St,Sioux Falls,SD,57105,16053392730,Mexican,3.5,$,39.2505263,-94.6617653
2372,Mañana Restaurant,828 E 7th St,Saint Paul,MN,55106,16517938482,Latin American,4.5,$,43.0605144,-87.9754127
2373,Buddakan,75 9th Ave,New York,NY,10011,12129896699,Chinese,4,$$$,39.799478,-104.809733
2374,Pizzeria Mozza,641 N Highland Ave,Los Angeles,LA,90036,13232970101,Pizza,4,$$,34.08956745,-84.27198172
2375,LongHorn Steakhouse,2117 W Roosevelt Blvd,Monroe,NC,28110,17042250060,Steakhouses,3,$$,41.8903431,-87.6338062
2376,Picasso Cafe,3009 Paseo St,Oklahoma City,OK,73103,14056022002,Music Venues,4,$$,33.764699,-84.333653
2377,Laspada's Original Hoagies,2645 S University Dr,Davie,FL,33328,19544761099,Sandwiches,4.5,$,40.70843974,-73.94078085
2378,Milio's Sandwiches,8366 3rd St N,Oakdale,MN,55128,16517143951,Sandwiches,3,$,40.71244636,-73.94111095
2379,Mary Mac's Tea Room,224 Ponce De Leon Ave,Atlanta,GA,30308,14048761800,Southern,4,$$,40.71741486,-73.95780945
2380,Roegels Barbecue,2223 S Voss Rd,Houston,TX,77057,17139778725,Barbeque,4,$$,42.3961535,-71.1221051
2381,Surf City Squeeze,316 5th Ave,New York,NY,10016,12122795444,Juice Bars & Smoothies,4,$,40.7499899,-111.89789
2382,Mytiburger,9405 Kempwood Dr,Houston,TX,77080,17134620109,Fast Food,3.5,$,33.7648344,-84.3501496
2383,Green Papaya,629 Keeaumoku St,Honolulu,HI,96814,18089532340,Vietnamese,3.5,$$,39.746505,-104.9944359
2384,Amelia's 1931,13695 SW 26th St,Miami,FL,33175,13055544949,Cuban,4.5,$$,43.6634469,-70.2594451
2385,Rice N Roll Bistro,1952 N Farwell Ave,Milwaukee,WI,53202,14142209944,Sushi Bars,4.5,$$,37.74804194,-119.5854738
2386,Lacroix Restaurant at The Rittenhouse,210 W Rittenhouse Sq,Philadelphia,PA,19103,12157902533,American (New),4.5,$$$$,38.2458699,-85.70468
2387,Baskin-Robbins,950 Herndon Ave,Clovis,CA,93612,15593234848,Ice Cream & Frozen Yogurt,3,$$,36.80797577,-119.6982498
2388,Rosati's Pizza,225 W Dundee Rd,Palatine,IL,60074,18479916350,Pizza,3.5,$$,43.0121551,-87.9203052
2389,Five Sisters,8805 SW 132nd St,Miami,FL,33176,17862504170,Jewelry,3.5,$$,47.479624,-122.207415
2390,Luna Pizzeria,3435 Kirby Dr,Houston,TX,77098,18327676338,Pizza,4.5,$$,33.83917236,-84.36947632
2391,Riverside Market South,3218 SE 6th Ave,Fort Lauderdale,FL,33316,19545248986,Gastropubs,4.5,$$,45.519154,-122.636772
2392,Wild Willy's Hot Spring,Hwy 395 Benton Crossing Rd,Mammoth Lakes,CA,93546,,Hot Springs,4.5,$,36.8592446,-119.7833993
2393,Taim West Village,222 Waverly Pl,New York,NY,10014,12126911287,Vegetarian,4.5,$,36.75018,-119.74249
2394,The Spicy Green Bean,225 Hebron Ave,Glastonbury,CT,6033,18606573500,American (New),4,$$,33.86986,-84.38056
2395,Integral Yoga Natural Foods,229 W 13th St,New York,NY,10011,12122432642,Health Markets,4,$$,42.4905298,-83.1447469
2396,Amazing Cakes,54 Main St,Lakeville,MA,2347,15089471099,Bakeries,3.5,$$,41.89773,-87.6235
2397,Nanking Of Virginia,501 N Birdneck Rd,Virginia Beach,VA,23451,17572336779,Indian,4,$$,37.65055084,-118.9858017
2398,Diced,2342 SW 67th Ave,West Miami,FL,33155,17867732190,Fast Food,4.5,$,40.753698,-73.985967
2399,Eastern Standard Kitchen and Drinks,528 Commonwealth Ave,Boston,MA,2215,16175329100,American (New),4,$$$,39.95540057,-75.1569011
2400,Papa Ganache,106 Main St,Matawan,NJ,7747,17322171750,Bakeries,4,$$,40.499346,-74.453143
2401,Buffalo Restaurant & Bar,1617 Miner St,Idaho Springs,CO,80452,17205023121,Bars,4,$$,40.75207901,-73.9721756
2402,Derae Restaurant,923 S Highland St,Memphis,TN,38111,19015523992,Mediterranean,5,$$,40.75684,-73.98844
2403,Ample Hills Creamery,623 Vanderbilt Ave,Brooklyn,NY,11238,13472403926,Ice Cream & Frozen Yogurt,4.5,$$,33.77999,-84.41069
2404,Nong's Khao Man Gai,SW 10th & Alder St,Portland,OR,97205,19712553480,Thai,4.5,$,39.0949398,-94.58142757
2405,Thai Spice,460 W 19th St,Houston,TX,77008,17138809992,Thai,3.5,$$,36.82226051,-119.7897432
2406,Lucy's Cantina Royale,1 Penn Plz,New York,NY,10119,12126431270,Tex-Mex,2.5,$$,40.71244636,-73.94111095
2407,John's Pizza Works,3499 Main St,Mammoth Lakes,CA,93546,17609344065,Pizza,4,$$,40.73108268,-74.00297076
2408,80/20 Burger Bar,123 W 21st St,Norfolk,VA,23517,17572337900,American (Traditional),3.5,$$,47.560644,-122.387077
2409,Red Robin Gourmet Burgers,2100 Rt 38,Cherry Hill,PA,8002,18562834557,Burgers,3,$$,40.72911,-73.98858
2410,Nan's Games & Comics Too,2011 Southwest Fwy,Houston,TX,77098,17135208700,Toy Stores,3.5,$$,43.00337,-88.04753
2411,Annapurna's World Vegetarian Cafe,2201 Silver St SE,Albuquerque,NM,87106,15052622424,Vegan,3.5,$$,36.67620089,-76.22664166
2412,Dukem Ethiopian Restaurant,1100 Maryland Ave,Baltimore,MD,21201,14103850318,Ethiopian,3.5,$$,45.55891,-122.64328
2413,True Food Kitchen,3393 Peachtree Rd Ne,Atlanta,GA,30326,14044812980,Vegan,4,$$,37.3341597,-119.6566347
2414,Portillo's Hot Dogs & Barnelli's Salad Bowl,100 W Ontario St,Chicago,IL,60610,13125878910,Hot Dogs,4,$,39.95075989,-75.17034149
2415,On The Border Mexican Grill & Cantina,12295 SW 88th St,Miami,FL,33186,13052753255,Mexican,2.5,$$,29.7734175,-95.3987749
2416,Cafe Taj Mahal,3036 Waialae Ave,Honolulu,HI,96816,18087326496,Indian,4,$$,39.76161194,-86.15876007
2417,The Stand Juice Company,87 Mill Plain Rd,Fairfield,CT,6824,12038730414,Juice Bars & Smoothies,4,$$,43.65903933,-70.25074633
2418,Divvy,71 W City Center Dr,Carmel,IN,46032,13177060000,American (New),4,$$$,29.80182,-95.45916
2419,Taco's & Mariscos Tijuana,3838 E Ventura Ave,Fresno,CA,93702,15594423022,Mexican,4,$,21.296966,-157.851188
2420,Boston Market,18600 Livernois Ave,Detroit,MI,48221,13133410111,Comfort Food,3.5,$,36.04948013,-115.2437654
2421,Vocelli Pizza,3115 NE 163rd St,North Miami Beach,FL,33160,13059442228,Pizza,4,$$,39.98154,-83.0046
2422,Luna Pizzeria,3435 Kirby Dr,Houston,TX,77098,18327676338,Pizza,4.5,$$,37.63981,-118.96592
2423,Coconut Grove Saturday Organic Market,3300 Grand Ave,Miami,FL,33231,13052387747,Farmers Market,4,$$,39.94838715,-75.21736145
2424,Nan Zhou Hand Drawn Noodle House,1022 Race St,Philadelphia,PA,19107,12159231550,Chinese,4,$,37.26286,-119.70068
2425,Mamas Asian Noodle House,4787 E McKinley Ave,Fresno,CA,93703,15592933959,Laotian,4,$,39.95540057,-75.1569011
2426,Souper Salad,5822 Fairmont Pkwy,Pasadena,TX,77505,12819915645,Salad,3.5,$,42.3411293,-71.0703278
2427,Oahu Mexican Grill,2520 Kalakaua Ave,Honolulu,HI,96815,18089273720,Mexican,4,$,33.86914,-84.38057
2428,Tubby's Grilled Submarines,1612 E 11 Mile Rd,Royal Oak,MI,48067,12485489400,Sandwiches,3,$,36.7867809,-119.7899329
2429,Fadi's Meyerland Mediterranean Grill,4738 Beechnut St,Houston,TX,77096,17136664644,Mediterranean,4.5,$$,42.3577439,-71.0590258
2430,Noodle Bar Asian Bistro,711 Lucky Ln,Coarsegold,CA,93614,18667946946,Asian Fusion,3,$$,40.62594,-74.13471
2431,Ethiopian Restaurant,2816 E Colfax Ave,Denver,CO,80206,13033225939,Ethiopian,4,$$,40.73881,-73.9940699
2432,Eden Alley Vegetarià,707 W 47th St,Kansas City,MO,64112,18165615415,Vegan,4.5,$$,44.92668,-93.13338
2433,Sultan's Market,2057 W North Ave,Chicago,IL,60647,17732353072,Middle Eastern,4,$,35.14188038,-90.05428925
2434,Wheelhouse Detroit,1340 E Atwater St,Detroit,MI,48207,13136562453,Bike Rentals,4,$$,39.41254623,-76.77930661
2435,Pita Pit,200 SW First Ave,Fort Lauderdale,FL,33301,19546177482,Sandwiches,3.5,$,41.7453785,-73.2022885
2436,Cloister Honey,3818 Warrington Dr,Charlotte,NC,28211,17045176190,Specialty Food,5,$$,42.3311107,-83.0460964
2437,Stellar Brew & Natural Cafe,3280 Main St,Mammoth Lakes,CA,93546,17609243559,Coffee & Tea,4,$,47.658422,-122.31397
2438,Eataly,200 5th Ave,New York,NY,10010,12122292560,Italian,4,$$,40.771434,-73.959146
2439,Taco Cabana,127 Yale St,Houston,TX,77007,,Mexican,1.5,$,33.83424598,-84.3837988
2440,sweetgreen,1306 Fleet St,Baltimore,MD,21202,14105375006,Salad,4,$$,41.89344797,-87.6283662
2441,India Palace,565 Congress St,Portland,ME,4101,12077731444,Indian,3.5,$$,35.76220687,-105.9325941
2442,Nan's Games & Comics Too,2011 Southwest Fwy,Houston,TX,77098,17135208700,Toy Stores,3.5,$$,34.00459671,-81.20694733
2443,Mehek,164 Nassau St,Princeton,NJ,8542,16092799191,Indian,3,$$,33.41257,-111.87393
2444,Organic Avenue - NoHo,62 Bleecker St,New York,NY,10012,12123580500,Salad,3.5,$$,33.80908,-84.3636
2445,Thaimee Table - formerly Ngam,99 3rd Ave,New York,NJ,10003,12127778424,Thai,3.5,$$,40.73749829,-73.70900678
2446,My Fit Foods,22560 Tomball Pkwy,Houston,TX,77070,12812514922,Gluten-Free,4,$$,39.04446122,-94.62075366
2447,Russo's New York Pizzeria,11660 Westheimer Rd,Houston,TX,77077,12814974992,Pizza,2.5,$$,47.61451,-122.33755
2448,Salsa Fiesta,2929 Biscayne Blvd,Miami,FL,33137,13054008245,Latin American,4,$$,39.9432297,-82.9967194
2449,N2 Sweet Cafe,125 N 11th St,Philadelphia,PA,19107,12159253200,Ice Cream & Frozen Yogurt,4,$,21.27877999,-157.8295067
2450,Degnan's Kitchen,9015 Village Dr,Yosemite National Park,CA,95389,12093728454,Delis,3,$,47.3650093,-122.0201721
2451,Green District Salads,126 Breckenridge Ln,Louisville,KY,40207,15024095293,Salad,4,$,36.84071,-119.78162
2452,Mimi's Cafe,7660 N Blackstone Ave,Fresno,CA,93720,15594392669,Breakfast & Brunch,3,$$,37.7252129,-97.463309
2453,Green Elephant,35 Portwalk Pl,Portsmouth,NH,3801,16034278344,Vegetarian,4.5,$$,35.15234048,-80.84011473
2454,Pure Cold Press,326 Harvard St,Brookline,MA,2446,16174878948,Juice Bars & Smoothies,3.5,$$,39.03122,-94.50428
2455,JuiceLand,1340 Westheimer Rd,Houston,TX,77006,18324879914,Juice Bars & Smoothies,5,$$,40.746875,-73.892831
2456,QDOBA Mexican Eats,222 N Saddle Creek Rd,Omaha,NE,68131,14025510750,Mexican,3.5,$,40.25211883,-74.29933482
2457,Pabla Indian Cuisine,364 Renton Ctr Way SW,Renton,WA,98057,14252284625,Indian,4,$$,36.76700211,-119.728302
2458,Katz's Delicatessen,205 E Houston St,New York,NJ,10002,12122542246,Delis,4,$$,41.9200216,-87.6414115
2459,Wild Thaiger,2631 N Central Ave,Phoenix,AZ,85004,16022418995,Thai,3.5,$$,39.2993499,-76.61545
2460,HipCityVeg,712 7th St NW,"Washington, DC",DC,20001,12026218057,Vegetarian,4.5,$$,36.8517,-119.80647
2461,Ragú & Pesto,6445 Westheimer Rd,Houston,TX,77057,17132669999,Pizza,4,$$,42.956952,-71.478448
2462,Good N Natural,2173 White Plains Rd,Bronx,NY,10462,17189314335,Health Markets,4,$$,43.65506,-70.26232
2463,Matt's Chicago Dog,19732 One Norman Blvd,Cornelius,NC,28031,17048925005,Hot Dogs,4,$,40.76272568,-111.8900222
2464,Noodles & Company,903 Indiana Ave,Indianapolis,IN,46202,13176380340,Noodles,3.5,$,36.84322,-76.1341
2465,Madras Mantra,2179 Lawrenceville Hwy,Decatur,GA,30033,14046364400,Indian,4,$$,37.3186965,-119.5567919
2466,Chowpatty Chat,5711 Hillcroft St,Houston,TX,77036,18322037965,Indian,4,$,39.05576937,-94.61202286
2467,Surf City Squeeze,527 E Shaw Ave,Fresno,CA,93710,15592262802,Juice Bars & Smoothies,3.5,$,33.82167379,-84.36791778
2468,W G Grinders,2820 Fishinger Rd,Columbus,OH,43221,16144593663,Sandwiches,2,$,40.682291,-73.910006
2469,Chipotle Mexican Grill,11 W Washington St,Phoenix,AZ,85003,16025135751,Mexican,3.5,$,45.78653336,-108.4996109
2470,Best Western Village Inn,3110 N Blackstone Ave,Fresno,CA,93703,15592262110,Hotels,3,$$,38.99402,-77.02546
2471,Qdoba Mexican Grill,800 Boylston St,Boston,MA,2199,16178599233,Mexican,3,$,38.3408104,-81.6425607
2472,T-BONES Great American Eatery,25 S River Rd,Bedford,NH,3110,16036416100,American (Traditional),4,$$,47.8629,-122.17946
2473,PizzaPlex,4458 Vernor Hwy,Detroit,MI,48209,13137574992,Pizza,4.5,$$,40.11583,-75.28312
2474,Nan's Mobil,Main,Fairfax,VT,5454,18028496161,Convenience Stores,4.5,$$,29.73514991,-95.41813463
2475,Hewing Hotel,300 Washington Ave N,Minneapolis,MN,55401,16514680400,Hotels,4,$$$,29.62807744,-95.2312885
2476,Moon Tower Inn,3004 Canal St,Houston,TX,77003,,Dive Bars,4,$$,36.7867809,-119.7899329
2477,Pizza Inn,1801 Mangum Rd,Houston,TX,77092,17138612389,Pizza,4,$,41.23121136,-96.04565337
2478,QDOBA Mexican Eats,5045 W Tropicana Ave,Las Vegas,NV,89103,17028717022,Mexican,3,$,33.772519,-84.373454
2479,Sushi Katsuei,210 7th Ave,Brooklyn,NY,11215,17187885338,Sushi Bars,4,$$$,39.00634,-76.77849
2480,Beautiful Day Cafe,2516 E Central Ave,Wichita,KS,67214,13169779333,Vegan,4.5,$$,33.8796302,-84.380203
2481,Real Taste of India,111 SW 5th Ave,Portland,OR,97204,15032955564,Indian,4,$,34.06415,-118.34367
2482,Imo's Pizza,11552 W 135th St,Overland Park,MO,66221,19135294667,Italian,3.5,$$,41.70217158,-93.59838921
2483,Khaana Khazana,4929 W Chandler Blvd,Chandler,AZ,85226,14802294445,Indian,3.5,$$,34.0691149,-118.3074092
2484,The Cheesecake Factory,236 Summit Blvd,Birmingham,AL,35243,12052621800,Burgers,3.5,$$,39.95141659,-75.17376779
2485,Second Street Bakery,402 2nd St,Jersey City,NJ,7302,12014201793,Bakeries,5,$,39.76625,-86.156829
2486,Marco's Pizza,4719 Reed Rd,Upper Arlington,OH,43220,16143261111,Pizza,4,$$,35.51235565,-97.54650419
2487,Marea,240 Central Park S,New York,NY,10019,12125825100,Seafood,4,$$$$,39.12257998,-77.23254293
2488,Surf City Squeeze,527 E Shaw Ave,Fresno,CA,93710,15592262802,Juice Bars & Smoothies,3.5,$,35.2508399,-91.69375
2489,The Broilers,765 W Herndon Ave,Clovis,CA,93612,15593225605,Mediterranean,3.5,$,39.93802643,-75.15824127
2490,TCBY,17045 Kercheval St,Grosse Pointe,MI,48230,13138850384,Ice Cream & Frozen Yogurt,3.5,$,43.20323177,-71.53541163
2491,Sawatdee Thai Cuisine,20649 SW Roy Rogers Rd,Sherwood,OR,97140,15036255929,Thai,4,$$,40.052597,-83.0670547
2492,Nanning Wok,465 W Broadway,Boston,MA,2127,16172694688,Chinese,2.5,$,36.83933646,-119.6944204
2493,Taylor Shellfish Farms,1521 Melrose Ave,Seattle,WA,98122,12065014321,Seafood,4,$$,45.4349,-122.61542
2494,Sonnys Real Pit Bar-B-Q,160 Cobb Pkwy S,Marietta,GA,30060,17704281534,Barbeque,3,$$,21.31016873,-157.8608644
2495,Tim and Tom's Speedy Market,2310 Como Ave,Saint Paul,MN,55108,16516457360,Grocery,5,$$,41.12222,-104.84586
2496,Mia's Table,3131 Argonne St,Houston,TX,77098,17135226427,American (Traditional),4,$$,40.72713,-73.98542
2497,India Palace,23 Union Sq,Somerville,MA,2143,16176669770,Indian,3.5,$$,37.1074244,-119.3191947
2498,Claddagh Coffee,459 W 7th St,Saint Paul,MN,55102,16516003400,Coffee & Tea,4.5,$$,33.5243187,-86.7746277
2499,Pizza King & BBQ,14165 Bissonnet St,Houston,TX,77083,12817414657,Pizza,4.5,$,29.7302605,-95.4096157
2500,LongHorn Steakhouse,4950 N Hamilton Rd,Gahanna,OH,43230,16148550200,Steakhouses,4,$$,43.0121551,-87.9203052
2501,Tubby's Grilled Submarines,1612 E 11 Mile Rd,Royal Oak,MI,48067,12485489400,Sandwiches,3,$,25.749233,-80.260816
2502,Flourish Baking Company,160 Summerfield St,Scarsdale,NY,10583,19147251026,Bakeries,5,$,35.3501041,-106.5455228
2503,Smoothie King,23411 Aliso Viejo Pkwy,Aliso Viejo,LA,92656,19493340422,Juice Bars & Smoothies,4,$$,21.2979839,-157.8616317
2504,PizzaPapalis of Greektown,553 Monroe St,Detroit,MI,48226,13139618020,Pizza,4,$$,29.87613,-94.8272099
2505,India's Restaurant,5704 Richmond Ave,Houston,TX,77057,17132660131,Indian,4,$$,38.88558166,-94.72002631
2506,Bay Street Pub,338 E Bay St,Milwaukee,WI,53207,14147444141,Pubs,3,$,33.87991913,-84.45905831
2507,Ras Restaurant & Lounge,2516 7th St W,Saint Paul,MN,55116,16516986407,Ethiopian,3,$$,39.96329,-75.60032
2508,Cookshop,156 10th Ave,New York,NY,10011,12129244440,American (New),4,$$,37.33211713,-119.6546503
2509,LongHorn Steakhouse,160 Route 17 N,Rochelle Park,NJ,7662,12015870673,Steakhouses,3.5,$$,39.03122,-94.50428
2510,The Silo Restaurant,625 Rockland Rd,Lake Bluff,IL,60044,18472346660,Pizza,3.5,$$,43.01208115,-87.91127014
2511,Bui Vietnamese Cuisine,964 Main St,Manchester,CT,6040,18606435006,Vietnamese,4,$$,39.94967831,-75.16202619
2512,Planet Smoothie,1120 Vickers Ave,Honolulu,HI,96853,18084491145,Juice Bars & Smoothies,4,$,61.19465,-149.90914
2513,Pizza Ranch,201 SE Oralabor Rd,Ankeny,IA,50021,15159649990,Pizza,4.5,$$,39.77168,-105.08208
2514,Corner Bakery Cafe,140 Hillside Rd,Cranston,RI,2920,14014644036,Sandwiches,3,$$,42.28201083,-83.20602004
2515,Standard Sweets & Spices,1819 E Dakota Ave,Fresno,CA,93726,15592410645,Indian,4.5,$,33.81465692,-84.39106606
2516,Shanghai Asian Manor,21 Mott St,New York,NY,10013,12127666311,Shanghainese,4,$$,33.95247039,-118.385242
2517,Street & Co.,33 Wharf St,Portland,ME,4101,12077750887,Seafood,4.5,$$$,39.95069,-82.99368
2518,Sweet Auburn BBQ,656 N Highland Ave NE,Atlanta,GA,30306,16785153550,Barbeque,4,$$,40.054036,-83.06943652
2519,Buddakan,75 9th Ave,New York,NY,10011,12129896699,Chinese,4,$$$,45.5726331,-122.5571313
2520,Simple Simon's Pizza,15302 Briar Rd,Basehor,MO,66007,19137244141,Pizza,4,$$,36.84773333,-76.29152435
2521,Antique Sandwich Co,5102 N Pearl St,Tacoma,WA,98407,12537524069,Sandwiches,3.5,$$,42.52436,-82.91415
2522,Angelini Osteria,7313 Beverly Blvd,Los Angeles,LA,90036,13232970070,Italian,4.5,$$$,36.8674899,-76.29861
2523,Planet Smoothie,2900 Peachtree Rd NW,Atlanta,GA,30305,14048440660,Juice Bars & Smoothies,4.5,$,36.77889915,-119.7893152
2524,Girl & the Goat,809 W Randolph St,Chicago,IL,60607,13124926262,American (New),4.5,$$$,41.94347,-87.6816769
2525,Steve's Pizza Island & Coney,18610 W Warren Ave,Detroit,MI,48228,13132406677,Pizza,2.5,$,34.3328759,-83.90525056
2526,HomeTown Buffet,3744 N Blackstone Ave,Fresno,CA,93726,15592210444,Buffets,2.5,$$,42.6276177,-82.9452188
2527,Oak Barrel Public House,1033 N Old World 3rd St,Milwaukee,WI,53203,14148978320,Whiskey Bars,4,$$,43.01208115,-87.91127014
2528,Commissary,1443 P St NW,"Washington, DC",MD,20005,12022990018,American (New),4,$$,39.95734292,-82.93540593
2529,Molly Woo's Asian Bistro,1500 Polaris Pkwy,Columbus,OH,43240,16149859667,Chinese,3.5,$$,42.49896678,-71.74508144
