,restaurant_name,address,city,state,zip_code,phone,cuisine_type,rating,price,latitude,longitude
2752,Cafe Pasqual's,121 Don Gaspar Ave,Santa Fe,NM,87501,+15059839340,Vegetarian,4.0,$$,25.7592231998562,-80.2586163778576
2753,El Nutri Taco,2124 NE Alberta St,Portland,OR,97211,+15034738447,Mexican,4.0,$,43.6602060852313,-70.2503810791679
2754,Kitchen 17,3132 N Broadway,Chicago,IL,60657,+13123918654,American (New),4.5,$$,39.774916235598,-86.145754144816
2755,Veggies Natural Juice Bar & Cafe,524 Nostrand Ave,New York,NY,11216,+13473651669,Vegan,4.0,$$,40.7854007184505,-73.9728999137878
2756,On Centre,676 Centre St,Jamaica Plain,MA,02130,+16175222255,Jewelry,4.5,$$,37.63669,-118.96669
2757,Sweet Tomatoes,7114 North Fresno St,Fresno,CA,93720,+15594355797,Vegetarian,4.0,$$,36.1636050062975,-115.289374149073
2758,All Chay,1264 W 500th N,Salt Lake City,UT,84116,+18015214789,Vietnamese,4.5,$,42.02602,-87.75117
2759,Chai Shai,651 E 59th St,Kansas City,MO,64110,+18162605203,Pakistani,4.0,$$,47.62388,-122.35563
2760,Pappa Geno's,1801 Ella Blvd,Houston,TX,77008,+17138631222,Sandwiches,4.5,$,29.7313688242292,-95.4180035698364
2761,China Chef,1187 N Willow Ave,Clovis,CA,93611,+15592997175,Chinese,4.0,$,45.53595,-122.62328
2762,Thai Country Restaurant,151 W Bullard Ave,Clovis,CA,93612,+15592986697,Thai,4.0,$$,40.84261,-74.20782
2763,Mundo New York,37-06 36th St,Long Island City,NY,11101,+17187068636,Bars,4.5,$$,25.74517,-80.41589
2764,Cafe Taj Mahal,3036 Waialae Ave,Honolulu,HI,96816,+18087326496,Indian,4.0,$$,25.7695309499124,-80.1901772747993
2765,Veggie Heaven,631 Valley Rd,Montclair,NJ,07043,+19737831088,Vegetarian,4.0,$$,33.6135101,-111.9164963
2766,Los Cuates Taqueria,412 Newtown Rd,Virginia Beach,VA,23462,+17574565456,Mexican,4.5,$$,42.352684,-83.0698547
2767,The Shorthorn Bar & Grill,41790 Dorabella Rd,Shaver Lake,CA,93664,+15598416464,Dive Bars,4.0,$$,25.785095949813,-80.1321910512831
2768,Udupi Palace Restaurant,2543 W Devon Ave,Chicago,IL,60659,+17733382152,Vegetarian,3.5,$$,39.9432297,-82.9967194
2769,Grillestone Restaurant,2377 US Hwy 22,Scotch Plains,NJ,07076,+19088898000,Bars,3.0,$$,29.7031175440135,-95.5996430672792
2770,Bayside American Cafe,98 Portland St,Portland,ME,04101,+12077740005,Breakfast & Brunch,4.0,$$,40.0489394,-82.864228
2771,Cuisine of the Himalayas,1262 Bergen Pkwy,Evergreen,CO,80439,+13036703370,Himalayan/Nepalese,4.5,$$,34.332875902576,-83.9052505565973
2772,Jason's Deli,230 10th St NE,Atlanta,GA,30309,+14048533760,Delis,3.5,$,39.98684,-83.0450199
2773,Bagitos Bagel and Burrito Cafe,28 Main St,Montpelier,VT,05602,+18022299212,Coffee & Tea,3.0,$,36.85146,-119.79028
2774,Torero's Mexican Restaurants,920 N 10th St,Renton,WA,98057,+14252286180,Mexican,4.0,$$,25.6848570295294,-80.4577657672419
2775,Heidi's Brooklyn Deli,8900 Peña Blvd,Denver,CO,80249,+13033426648,Sandwiches,2.5,$$,32.3301777850477,-90.1759465207169
2776,Al Dar Bistro,281 Montgomery Ave,Bala Cynwyd,PA,19004,+16106671245,Middle Eastern,3.5,$$$,40.688483135199,-73.5957561861629
2777,Blaze Fast-Fire'd Pizza,1750 Camden Rd,Charlotte,NC,28203,+19802174307,Salad,4.0,$,47.6139961704644,-122.318918729223
2778,Pho Dien,11830 Bellaire Blvd,Houston,TX,77072,+12814959600,Vietnamese,4.0,$,33.4220171943467,-86.696925473686
2779,Eataly,200 5th Ave,New York,NJ,10010,+12122292560,Italian,4.0,$$,43.194064,-71.150136
2780,Zoës Kitchen,14145 Rivergate Pkwy,Charlotte,NC,28273,+19803372970,Mediterranean,4.0,$$,35.210756,-80.855838
2781,Gandhi India's Cuisine,4080 Paradise Rd,Las Vegas,NV,89169,+17027340094,Indian,3.5,$$,35.102107,-89.865673
2782,Tremont 647,647 Tremont St,Boston,MA,02118,+16172664600,Bars,3.5,$$,40.721515,-73.995735
2783,Fazoli's,3600 Merle Hay Rd,Des Moines,IA,50310,+15152517767,Italian,3.5,$,36.851631,-76.178143
2784,Casa Corona,7044 N Cedar Ave,Fresno,CA,93720,+15593237409,Mexican,3.5,$$,47.7089,-122.33262
2785,Sweetwater Cuisine,4216 Virginia Beach Blvd,Virginia Beach,VA,23452,+17574037073,Caterers,4.0,$$,41.1410592,-73.2568562
2786,Healthy Living Market and Cafe,222 Dorset St,S Burlington,VT,05403,+18028632569,Health Markets,4.0,$$,40.886326,-111.89325
2787,Logan's Roadhouse,2531 Broad St,Sumter,SC,29150,+18034696100,Steakhouses,3.0,$$,42.39018451804,-82.9160714149475
2788,Bar Louie,333-335 N Dearborn St,Chicago,IL,60654,+13128632363,Bars,2.5,$$,33.58786,-117.72143
2789,Harvest Market,209 Rt 101,Bedford,NH,03110,+16034725017,Grocery,3.5,$$$,43.5017953,-96.7711759
2790,Opa,1311 Sansom St,Philadelphia,PA,19107,+12155450170,Greek,3.5,$$,46.8551450960487,-96.8617749586701
2791,First Watch,1567 North High St,Columbus,OH,43201,+16147540019,Breakfast & Brunch,4.0,$$,40.0169415,-105.2563078
2792,Sammie's Pizza & Restaurant,3003 Ave U,Brooklyn,NY,11229,+17186761654,Pizza,1.0,$,36.80188,-119.72755
2793,Pizza Factory,40120 Hwy 41,Oakhurst,CA,93644,+15596832700,Pizza,3.5,$$,41.8909396,-87.615522
2794,P.F. Chang's,110 S Jordan Creek Pkwy,West Des Moines,IA,50266,+15154577772,Chinese,3.0,$$,40.721515,-73.995735
2795,An Hy Quan Vegetarian Restaurant,1405 Juan Tabo Blvd NE,Albuquerque,NM,87112,+15053328565,Vietnamese,5.0,$$,41.6436396,-93.4835719
2796,Windmill Tavern,400 Hollister St,Stratford,CT,06615,+12033786886,American (Traditional),3.5,$$,46.8547763,-96.8620609
2797,Chelsea's Kitchen,3800 E Sky Harbor Blvd,Phoenix,AZ,85034,,American (Traditional),4.0,$$,38.227666,-85.735413
2798,Nan Thai Fine Dining,1350 Spring St NW,Atlanta,GA,30309,+14048709933,Thai,4.0,$$$,41.7021715833148,-93.5983892119064
2799,Azteca Grill,3731 N Clark St,Chicago,IL,60613,+17738576565,Mexican,4.0,$,39.0873069763184,-76.8978118896484
2800,Peking City Chinese Restaurant,1264 Great Neck Vlg,Virginia Beach,VA,23454,+17574816578,Chinese,3.5,$,38.9208428605209,-77.0319127303574
2801,Nan Xiang Xiao Long Bao,38-12 Prince St,Flushing,CT,11354,+17183213838,Shanghainese,4.0,$,39.942914,-75.157785
2802,Sistah,830 Punchbowl St,Honolulu,HI,96819,+18089271520,Korean,4.5,$$,45.5171478383754,-122.651323594986
2803,Casa Corona,7044 N Cedar Ave,Fresno,CA,93720,+15593237409,Mexican,3.5,$$,47.38187,-122.23534
2804,The Café at Books & Books,1300 Biscayne Blvd,Miami,FL,33132,+17864051745,Cafes,3.0,$$,45.5122,-122.6537
2805,Chipotle Mexican Grill,1733 N Damen,Chicago,IL,60647,+17737725713,Mexican,3.0,$,45.52461,-122.68187
2806,Mali Thai Cuisine,4955 S Ulster St,Denver,CO,80237,+13037736254,Thai,4.0,$$,45.5485038757324,-122.614730834961
2807,Iconic Pinups,2718 W Ave 31,Los Angeles,LA,90065,+13236625411,Photographers,5.0,$$,45.516767,-122.639397
2808,Urban Standard,2320 2nd Ave N,Birmingham,AL,35203,+12052508200,Cafes,4.5,$,40.0668902,-75.6472051
2809,Aladdin's Eatery,1423 Grandview Ave,Columbus,OH,43212,+16144885565,Middle Eastern,4.0,$$,45.479601,-122.694035
2810,Zaxby's Chicken Fingers & Buffalo Wings,282 Palisades Blvd,Birmingham,AL,35209,+12054230523,Fast Food,2.0,$,45.51621,-122.63568
2811,Planet Smoothie,2900 Peachtree Rd NW,Atlanta,GA,30305,+14048440660,Juice Bars & Smoothies,4.5,$,45.4984049,-122.4309742
2812,Topper's Pizza,2262 S Kinnickinnic Ave,Milwaukee,WI,53207,+14142940404,Pizza,3.5,$$,33.4941741553726,-112.003922804903
2813,The Sage Restaurant,406 NE 3rd St,McMinnville,OR,97128,+15034724445,Sandwiches,4.5,$,41.05721,-74.13818
2814,Shanghai Carry Out,2157 W Patapsco Ave,Baltimore,MD,21230,+14106461520,American (New),3.0,$$,33.5090310721071,-112.071294858775
2815,Max & Erma's,739 S 3rd St,Columbus,OH,43206,+16144440917,American (Traditional),3.5,$$,40.7508,-73.98401
2816,Royal Kabob,3236 Caniff St,Hamtramck,MI,48212,+13138729454,Middle Eastern,4.5,$$,37.258717,-76.739134
2817,Pita Jungle,1001 N 3rd Ave,Phoenix,AZ,85003,+16022587482,Mediterranean,3.5,$$,40.0489394,-82.864228
2818,Rio Acai Bowls - Downtown Fresno,1915 Fulton St,Fresno,CA,93721,+15594127725,Acai Bowls,4.5,$,25.7324040383379,-80.2597441666565
2819,Juice Press,207 7th Ave,Brooklyn,NY,11215,+12127770034,Juice Bars & Smoothies,3.5,$$$$,40.7613869,-111.8712082
2820,El Borracho,1521 1st Ave,Seattle,WA,98101,+12065380440,Mexican,4.0,$$,40.052597,-83.0670547
2821,El Rancho Grande Mexican Restaurant Kendall,12881 N Kendall Dr,Miami,FL,33183,+13053829598,Mexican,4.0,$$,29.7411156,-95.3798064
2822,Thai Landing,1207 N Charles St,Baltimore,MD,21201,+14107271234,Thai,3.5,$$,37.33345,-119.65112
2823,La Vida Veggie,4925 SW Angel St,Beaverton,OR,97005,+15039398176,Vegan,4.5,$$,47.623052,-122.133187
2824,Peli Peli,5085 Westheimer Rd,Houston,TX,77056,+12812579500,South African,4.5,$$$,40.75628,-73.97144
2825,Perricone's Marketplace & Cafe,15 Se 10th St,Miami,FL,33131,+13053749449,Specialty Food,4.0,$$,40.7558,-73.98014
2826,Little Peking Restaurant,7975 N Cedar Ave,Fresno,CA,93720,+15594384202,Chinese,4.0,$,40.755905,-73.980346
2827,Shakey's Pizza Parlor,14300 SE Petrovitsky Rd,Renton,WA,98058,+14252770227,Pizza,3.0,$$,39.760566,-86.149013
2828,Chettinad Indian Grill,184 Cambridge St,Burlington,MA,01803,+17812730111,Indian,3.5,$$,36.793320109061,-119.845752022229
2829,Wild Ginger II,2395 York Rd,Jamison,PA,18929,+12154919858,Japanese,3.5,$$,37.4853499,-119.96542
2830,Duane Reade,4702 5th St,Long Island City,NY,11101,+17184723600,Drugstores,2.5,$,40.74575,-74.02869
2831,Vegetable K's,189 NW 136th Ave,Sunrise,FL,33325,+19548469411,Salad,4.0,$,40.721515,-73.995735
2832,Baskin-Robbins,950 Herndon Ave,Clovis,CA,93612,+15593234848,Ice Cream & Frozen Yogurt,3.0,$$,42.39018451804,-82.9160714149475
2833,Lotus Garden,318 Miracle Mile,Miami,FL,33134,+13054462360,Thai,4.0,$$,40.5742224156025,-74.3244423284531
2834,Chungas,180 S 900th W,Salt Lake City,UT,84104,+18019531840,Mexican,4.5,$,36.793320109061,-119.845752022229
2835,Snap Kitchen,3600 Kirby Dr,Houston,TX,77098,+17135265700,Food Delivery Services,4.0,$$,40.6738548,-73.9834824
2836,Nonna's LES Pizzeria,105 Clinton St,New York,NY,10002,+12124772708,Italian,4.0,$,39.0879531,-94.5877457
2837,Laura's Bakery & Cake Studio,399 State Rd 135 S,Greenwood,IN,46142,+13173625463,Bakeries,1.5,$$,35.1122752,-89.9073779
2838,Pure Ktchn,352 West 46th St,New York,NY,10036,+16467558502,Salad,4.5,$$,33.3046882,-111.8423781
2839,Ragú & Pesto,6445 Westheimer Rd,Houston,TX,77057,+17132669999,Pizza,4.0,$$,35.1366669103968,-89.9913773511734
2840,Sweet Melissa's,213 S 1st St,Laramie,WY,82070,+13077429607,Vegetarian,4.5,$$,39.9867386,-83.0046881
2841,Java Cats Cafe,415 Memorial Dr SE,Atlanta,GA,30312,+14703057575,Themed Cafes,4.5,$,26.37142,-80.07722
2842,MAX's Wine Dive,4720 Washington Ave,Houston,TX,77007,+17138808737,Wine Bars,3.5,$$,36.952747,-120.077028
2843,Handlebar,2311 W North Ave,Chicago,IL,60647,+17733849546,Vegetarian,4.0,$$,41.6006949,-93.5601045
2844,Little Jimmy's Deli,3773 Richmond Ave,Houston,TX,77027,+17136227827,Delis,4.5,$,39.75665,-104.92872
2845,Saigon Gardens,5741 Quebec St,Commerce City,CO,80022,+17203729840,Vietnamese,4.0,$,37.7460986421612,-119.574336550385
2846,Vge Cafe - Midtown Atlanta,1197 Peachtree St NE,Atlanta,GA,30361,+14703555571,Vegetarian,3.5,$,25.8004192551673,-80.1927963985228
2847,QDOBA Mexican Eats,222 N Saddle Creek Rd,Omaha,NE,68131,+14025510750,Mexican,3.5,$,40.732283,-73.999284
2848,Eden Alley Vegetarià,707 W 47th St,Kansas City,MO,64112,+18165615415,Vegan,4.5,$$,39.70032,-104.96422
2849,The Loving Hut,1495 N Van Ness Ave,Fresno,CA,93728,+15592374052,Vegan,4.0,$,41.7021715833148,-93.5983892119064
2850,Modern Market Eatery,900 Sixteenth St,Denver,CO,80202,+13035340190,Breakfast & Brunch,4.0,$,39.883535,-86.120765
2851,Boloco,176 Boylston St,Boston,MA,02116,+16177786772,Mexican,4.0,$,41.1345,-104.80979
2852,Eata Pita,89 E 42nd St,New York,NY,10017,+12122972500,Middle Eastern,3.0,$$,41.892629,-87.6261317
2853,Greek Lady,222 S 40th St,Philadelphia,PA,19104,+12153822600,Greek,3.0,$,33.5028845,-112.0297634
2854,Woodberry Kitchen,2010 Clipper Park Rd,Baltimore,MD,21211,+14104648000,American (New),4.0,$$$,34.0174183,-80.9637382
2855,Nora Jean's Koffee Kitchen,18850 School House Rd,Black Canyon City,AZ,85324,+16233745326,Coffee & Tea,5.0,$,45.504723,-122.632105
2856,Paula & Monica's Pizzeria,1518 W Chicago Ave,Chicago,IL,60642,+13129293615,Pizza,4.0,$,40.73858,-111.88797
2857,Bonefish Grill,3430 Galleria Cir,Hoover,AL,35244,+12059859545,Seafood,4.0,$$,38.89889,-77.02222
2858,Spring Shabu-Shabu,136-20 38th Ave,Flushing,NY,11354,+17183958076,Buffets,4.0,$$,47.6904233,-122.3674651
2859,The GazBar Sports Grill,1045 Central St,Leominster,MA,01453,+19785346600,Sports Bars,4.0,$$,29.8886650800705,-95.5812598764896
2860,Zoe Cafe,2376 E Main St,Columbus,OH,43209,+16147452116,Desserts,3.0,$$,39.495679,-76.326059
2861,Transfer Pizzeria Café,101 W Mitchell St,Milwaukee,WI,53204,+14147630438,Italian,4.0,$$,35.7253228873014,-97.4257379025221
2862,Cipriani,465 Brickell Ave,Miami,FL,33131,+17863294090,Italian,3.5,$$$$,33.9915983,-80.9760889
2863,Fielding's Wood Grill,1699 Research Forest Dr,Shenandoah,TX,77380,+18326163275,American (New),4.0,$$,40.0116,-83.01022
2864,Intouch Microspa & Boutique,3325 Main St,Mammoth Lakes,CA,93546,+17609342836,Massage,5.0,$$,36.857508663682,-119.784161318798
2865,Marco's Pizza,6816 Matthews-Mint Hill Rd,Mint Hill,NC,28227,+19805009900,Pizza,3.0,$$,40.00278,-83.00816
2866,The Apple Pan,10801 W Pico Blvd,Los Angeles,LA,90064,+13104753585,Burgers,3.5,$$,33.842807,-84.244388
2867,My Thai Vegan Cafe,3 Beach St,Boston,MA,02111,+16174512395,Thai,4.0,$$,32.387298,-90.144767
2868,Coromandel Cuisine of India - Southport,17 Pease Ave,Southport,CT,06890,+12032591213,Indian,4.0,$$,36.8393364620215,-119.694420408449
2869,Logan's Roadhouse,1020 N Military Hwy,Norfolk,VA,23502,+17574616869,Steakhouses,2.0,$$,40.192216783762,-75.1025558263063
2870,Artichoke Cafe,424 Central Ave SE,Albuquerque,NM,87102,+15052430200,American (New),4.0,$$$,21.295282,-157.831576
2871,Luby's,1743 Post Oak Blvd,Houston,TX,77056,+17136221713,American (Traditional),3.5,$$,37.32073,-119.5586
2872,Casper's and Runyon's Nook,492 Hamline Ave S,Saint Paul,MN,55116,+16516984347,Dive Bars,4.5,$$,33.842807,-84.244388
2873,Frontera Grill,445 N Clark St,Chicago,IL,60654,+13126611434,Mexican,4.0,$$$,33.4560699,-112.06082
2874,Ballou's Wine Bar,51 Whitfield St,Guilford,CT,06437,+12034530319,Wine Bars,3.5,$$,32.2675775376275,-90.1308689700453
2875,Cuban Pete's,428 Bloomfield Ave,Montclair,NJ,07042,+19737461100,Cuban,3.5,$$,42.02099,-93.6505899
2876,LongHorn Steakhouse,2120 South Columbus Blvd,Philadelphia,PA,19148,+12152189600,Steakhouses,2.5,$$,39.7660392522812,-86.1580735445023
2877,Zaxby's Chicken Fingers & Buffalo Wings,425 Ponce De Leon Ave NE,Atlanta,GA,30308,+14042499883,Fast Food,3.0,$,40.7314099,-74.00197
2878,LongHorn Steakhouse,4950 N Hamilton Rd,Gahanna,OH,43230,+16148550200,Steakhouses,4.0,$$,36.822452034163,-76.1495476306191
2879,M at Miranova,2 Miranova Pl,Columbus,OH,43215,+16146290000,American (New),4.0,$$$,35.08304,-106.64181
2880,Pizza Johny's,9529 SW 72nd St,Miami,FL,33173,+13053645574,Pizza,4.5,$,33.2186269015074,-86.8251154571772
2881,Fazoli's,6450 E 82nd St,Indianapolis,IN,46250,+13178492385,Italian,3.0,$,43.05267,-87.89573
2882,Planet Smoothie,2900 Peachtree Rd NW,Atlanta,GA,30305,+14048440660,Juice Bars & Smoothies,4.5,$,40.72522,-74.00291
2883,Namaste Baltimore,413 W Cold Spring Ln,Baltimore,MD,21210,+14108892233,Indian,4.5,$$,40.979083495004,-74.1206905316442
2884,Rudino's Pizza & Grinders,8432 Old Statesville,Charlotte,NC,28269,+17043333124,Pizza,3.0,$$,42.3485649735803,-71.0943808368296
2885,George's Pastaria,1722 S Dairy Ashford St,Houston,TX,77077,+12815581717,Italian,4.0,$$,37.227353,-119.509135
2886,McDonald's,40112 State Hwy 41,Oakhurst,CA,93644,+15596833344,Fast Food,2.5,$,34.0691149,-118.3074092
2887,Mario's Restaurant,4222 2nd Ave,Detroit,MI,48201,+13138321616,Italian,3.0,$$$,35.260224,-81.128767
2888,Hard Rock Cafe,401 Biscayne Blvd,Miami,FL,33132,+13053773110,American (New),3.0,$$,33.4661199,-112.01546
2889,Natural Chicken Grill,275 NE 18th St,Miami,FL,33132,+13053778400,Latin American,4.0,$,40.7231802723335,-73.9946175625656
2890,Nooddi Thai Chef,42 E State St,Media,PA,19063,+16108928710,Thai,3.5,$$,21.29054,-157.842913
2891,Jamba Juice,1215 Herndon Ave,Clovis,CA,93612,+15593221463,Juice Bars & Smoothies,4.0,$,38.3408179879189,-81.6445782780647
2892,Natural Chicken Grill,275 NE 18th St,Miami,FL,33132,+13053778400,Latin American,4.0,$,36.82168,-76.067804
2893,Mezza Luna,1075 Easton Ave,Somerset,NY,08873,+17326596383,Pizza,4.0,$$,33.4492351,-112.0656115
2894,Keothip,3757 W Shaw Ave,Fresno,CA,93711,+15592719998,Thai,3.5,$$,36.753772,-76.009658
2895,Marco's Pizza,4719 Reed Rd,Upper Arlington,OH,43220,+16143261111,Pizza,4.0,$$,25.7672338,-80.1931951
2896,Domino's Pizza,2620 Rice St,Saint Paul,MN,55113,+16514833030,Pizza,1.5,$$,40.712721787199,-73.957037663574
2897,Round Table Pizza,40034 Hwy 49,Oakhurst,CA,93644,+15596837472,Pizza,4.0,$,36.80816,-119.774574
2898,Regina Pizza,11 1/2 Thacher St,Boston,MA,02113,+16172270765,Pizza,4.0,$$,39.7286434644702,-104.99891281128
2899,Fat Cat Creamery,1901 N Shepherd,Houston,TX,77008,+17138691080,Ice Cream & Frozen Yogurt,4.0,$,39.0872938173615,-94.5858702847946
2900,Beecher's Handmade Cheese,1600 Pike Pl,Seattle,WA,98101,+12069561964,Cheese Shops,4.0,$,33.7607383728027,-84.3870239257812
2901,Park Avenue Cafe,1535 SW Park Ave,Portland,OR,97201,+15032259335,Sandwiches,3.5,$,45.4349,-122.61542
2902,Steamboat Steak & Smoke House,1947 Dell Range Blvd,Cheyenne,WY,82009,+13075145939,Steakhouses,3.5,$$,41.968502,-87.654422
2903,Mazzios,2511 N Pennsylvania Ave,Oklahoma City,OK,73107,+14057999999,Pizza,3.0,$$,25.799974,-80.259765
2904,Rasraj,247 S Broadway,Hicksville,NY,11801,+15164337495,Vegetarian,4.0,$$,39.94999,-75.16216
2905,Mcalister's Deli,101 South Tryon St,Charlotte,NC,28280,,American (Traditional),2.5,$$,40.73081,-73.98568
2906,Pizza Factory,7775 N First St,Fresno,CA,93720,+15594479500,Pizza,3.0,$$,33.884097,-84.466522
2907,Soho Grand Hotel,310 W Broadway,New York,NY,10013,+12129653000,Hotels,3.5,$$$,35.209026577062,-80.8611555104812
2908,Island Roti Shop,11508 Lefferts Blvd,Ozone Park,NY,11420,+17186592906,Caribbean,3.5,$,36.8677441385136,-119.754843085361
2909,Dosa Delight,3566 73rd St,Jackson Heights,NY,11372,+17183971000,Indian,3.5,$$,47.6860118,-122.3380937
2910,Ragú & Pesto,6445 Westheimer Rd,Houston,TX,77057,+17132669999,Pizza,4.0,$$,41.91677,-87.65721
2911,Liquid Light Cafe,224 E Capitol St,Jackson,MS,39201,+17692088689,Live/Raw Food,5.0,$$$,29.760124206543,-95.365608215332
2912,Baskin-Robbins,22451 Woodward Ave,Ferndale,MI,48220,+12483369071,Ice Cream & Frozen Yogurt,4.0,$$,43.0579318526988,-87.8991420357208
2913,Adey Abeba Ethiopian Restaurant,2123 E Union St,Seattle,WA,98122,+12063221617,Ethiopian,4.5,$,40.685915,-111.794275
2914,Sage Woodfire Tavern Perimeter,4505 Ashford Dunwoody Rd,Atlanta,GA,30346,+17708048880,American (New),3.5,$$,21.3838126916474,-157.944851849458
2915,The Gyro Shack,6935 W Overland Rd,Boise,ID,83709,+12083757424,Greek,4.5,$,40.74849,-73.99209
2916,specialTEA Lounge,10766 SW 24th St,Miami,FL,33165,+13055548327,Coffee & Tea,4.5,$,43.065502166748,-87.9018096923828
2917,Famous 4th Street Delicatessen,700 S 4th St,Philadelphia,PA,19147,+12159223274,Delis,4.0,$$,40.3505274,-74.065212
2918,Fooq's,1035 N Miami Ave,Miami,FL,33136,+17865362749,French,4.0,$$,33.9970054626465,-80.9939956665039
2919,Acai Berry,650 Manhattan Ave,Greenpoint,NY,11222,+13479874198,Juice Bars & Smoothies,4.0,$$,42.45797,-83.133232
2920,Frullati Cafe & Bakery,2000 Willowbrook Mall,Houston,TX,77070,+12814773383,Bakeries,3.5,$,45.5242679,-122.8062621
2921,The Sprout House Natural Foods Market,15233 Kercheval St,Grosse Pointe Park,MI,48230,+13133313200,Health Markets,4.5,$,25.74975,-80.26134
2922,Indian Gourmet Restaurant,2916 W Devon Ave,Chicago,IL,60659,+17737615751,Indian,3.0,$$,42.02602,-87.75117
2923,MAD Greens - Denver,1600 Stout St,Denver,CO,80202,+17204684173,Vegetarian,3.5,$,44.9123751,-93.3269156
2924,The Oliver,4807 Jefferson St,Kansas City,MO,64112,+18163842500,American (Traditional),4.0,$$,41.91677,-87.65721
2925,Eco Eats,99607 Overseas Hwy,Key Largo,FL,33037,+13054513902,American (New),4.0,$$,29.73876,-95.4157199
2926,Batanga,908 Congress Ave,Houston,TX,77002,+17132249500,Tapas/Small Plates,3.0,$$,37.1035123139824,-76.4920343994751
2927,Riverdel,820 Washington Ave,Brooklyn,NY,11238,+17189287702,Cheese Shops,4.5,$$,44.9737749910049,-93.2244259296452
2928,Pita Jungle,1001 N 3rd Ave,Phoenix,AZ,85003,+16022587482,Mediterranean,3.5,$$,39.7253718767,-104.986403451
2929,Ital Kitchen,1032 Union St,Brooklyn,NY,11225,+13474059727,Vegetarian,4.5,$$,37.472817515989,-119.63568474177
2930,Baskin-Robbins,950 Herndon Ave,Clovis,CA,93612,+15593234848,Ice Cream & Frozen Yogurt,3.0,$$,36.8516087986778,-119.807144271164
2931,Chopaati,1707 Church St,Decatur,GA,30033,+14042962965,Indian,3.5,$,26.4613492,-80.0733266
2932,Fresh Thyme Soup Co,16155 NW Cornell Rd,Beaverton,OR,97006,+15034669103,American (New),4.0,$,37.3391197118923,-119.643766697627
2933,Taco John's,317 N Grand Ave,Waukesha,WI,53186,+12625249898,Mexican,3.5,$,43.0608296799669,-87.9873718681931
2934,Peter Luger,178 Broadway,Brooklyn,NJ,11211,+17183877400,Steakhouses,4.0,$$$$,45.5226289,-122.6408777
2935,Pasta E Pani,1340 N Great Neck Rd,Virginia Beach,VA,23454,+17573017488,Specialty Food,4.0,$$,40.7378974,-74.0343764
2936,Great Harvest Bread,4723 Reed Rd,Columbus,OH,43220,+16144579800,Bakeries,4.0,$$,47.6242872,-122.3072952
2937,Sophie's Bistro & Lounge,1904 Coney Island Ave,Brooklyn,NY,11230,+17184446222,Kosher,3.0,$$,39.97217,-83.00416
2938,Frost Restaurant,193 Frost St,Brooklyn,NY,11211,+17183893347,Italian,4.0,$$,35.5039299,-97.5348099
2939,Casa Velasco Mexican Restaurant,54311 Rd 432,Bass Lake,CA,93604,+15596832272,Mexican,4.5,$$,36.1080857621234,-115.17111089259
2940,Miriam,79 5th Ave,Brooklyn,NY,11217,+17186222250,Wine Bars,4.0,$$,42.39575,-71.12382
2941,Jamba Juice,3800 Southwest Fwy,Houston,TX,77027,+17138501604,Juice Bars & Smoothies,3.0,$,36.8778812254388,-76.039647091552
2942,Gyro World,13501 100th Ave NE,Kirkland,WA,98034,+14258145994,Greek,4.0,$,40.6702739091728,-73.978481926024
2943,Doozo Dumplings & Noodles,1200 McKinney St,Houston,TX,77002,+17135716898,Chinese,3.5,$,38.9910713,-76.987645
2944,Fox's Pizza Den,345 Scarlett Rd,Kennett Square,PA,19348,+16104446060,Pizza,3.0,$$,36.839633,-119.787959
2945,Noodles & Company,1460 16th St,Denver,CO,80202,+17209049590,Noodles,3.0,$,35.14541,-80.82466
2946,Park Tavern,500 10th St NE,Atlanta,GA,30309,+14042490001,Venues & Event Spaces,3.0,$$,36.80789,-119.84683
2947,Simple Simon's,12726 Fm 1409 Rd,Mont Belvieu,TX,77580,+12815762022,Pizza,4.0,$$,35.228915,-80.84119
2948,Mesob Cafe,404 S Parliament Dr,Virginia Beach,VA,23462,+17579652008,Ethiopian,4.5,$$,35.204441,-80.792183
2949,Uno Pizzeria & Grill,Harborplace,Baltimore,MD,21202,+14106255900,Pizza,2.5,$$,37.64534,-118.96735
2950,Invivo Wellness,2060 N Humboldt Ave,Milwaukee,WI,53212,+14142655606,Massage,4.5,$$,36.8389639,-119.699623
2951,Angelina's Pizzeria,5750 S Decatur Blvd,Las Vegas,NV,89118,+17022279500,Pizza,2.5,$$,35.201039,-80.842604
2952,Buca di Beppo Italian Restaurant,38888 6 Mile Rd,Livonia,MI,48152,+17344626442,Italian,3.0,$$,40.756197,-73.982284
2953,Fazoli's,13600 N Pennsylvania Ave,Oklahoma City,OK,73120,+14057550405,Italian,3.0,$,35.1750827,-80.8012314
2954,Smoothie King,23411 Aliso Viejo Pkwy,Aliso Viejo,LA,92656,+19493340422,Juice Bars & Smoothies,4.0,$$,40.6962481,-74.2685487
2955,First Watch,12598 Pines Blvd,Pembroke Pines,FL,33027,+19545891295,Breakfast & Brunch,4.0,$$,37.3331104,-119.660292
2956,Sweet Marie's Hawaii,1818 Kanakanui St,Honolulu,HI,96819,+18088230227,Bakeries,4.0,$$,36.8232258,-119.7758192
2957,Firehouse Subs,9204 West Flagler St,Miami,FL,33174,+13055537757,Delis,3.0,$,36.80894,-119.6952
